央视频道,#genre#
海阳综艺,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001092/index.m3u8

济宁综合,http://192.168.10.1:4022/udp/239.253.8.4:15024

济宁公共,http://192.168.10.1:4022/udp/239.253.8.3:15023

济宁生活,http://192.168.10.1:4022/udp/239.253.7.81:53022

临沂综合,http://192.168.10.1:4022/udp/239.253.7.214:51086

临沂经济,http://192.168.10.1:4022/udp/239.253.7.213:51085

临沂公共,http://192.168.10.1:4022/udp/239.253.7.136:51308

淄博新闻综合,http://192.168.10.1:4022/udp/239.253.7.220:51092

淄博影视,http://192.168.10.1:4022/udp/239.253.7.245:52038

